appid,Topic 1,Topic 2,Topic 3,Topic 4,Topic 9,Topic 10,Topic 11,Topic 12,Topic 18,Topic 21,Topic 23,Topic 25,Topic 26,Topic 29,Topic 31,Topic 32,Topic 33,Topic 34,Topic 36,Topic 38,Topic 40,Topic 41,Topic 44,Topic 46,Topic 49,Topic 5,Topic 6,Topic 7,Topic 8,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 19,Topic 20,Topic 22,Topic 24,Topic 27,Topic 28,Topic 30,Topic 35,Topic 37,Topic 39,Topic 42,Topic 43,Topic 45,Topic 47,Topic 48,Topic 50,award,area,ownership,scale
132007107,0.010416667,0.010416667,0.010416667,0.010416667,0.010416667,0.010416667,0.020833333,0.041666667,0.15625,0.010416667,0.010416667,0.010416667,0.010416667,0.010416667,0.010416667,0.010416667,0.010416667,0.010416667,0.010416667,0.010416667,0.010416667,0.260416667,0.010416667,0.010416667,0.010416667,0.010416667,0.010416667,0.010416667,0.010416667,0.020833333,0.010416667,0.010416667,0.010416667,0.010416667,0.010416667,0.020833333,0.010416667,0.010416667,0.010416667,0.010416667,0.010416667,0.010416667,0.010416667,0.020833333,0.010416667,0.010416667,0.010416667,0.010416667,0.010416667,0.020833333,0,3,2,1
132007108,0.002155172,0.002155172,0.002155172,0.006465517,0.002155172,0.004310345,0.002155172,0.002155172,0.004310345,0.002155172,0.002155172,0.002155172,0.502155172,0.226293103,0.002155172,0.002155172,0.002155172,0.006465517,0.002155172,0.002155172,0.004310345,0.002155172,0.002155172,0.002155172,0.002155172,0.002155172,0.004310345,0.002155172,0.002155172,0.002155172,0.004310345,0.004310345,0.006465517,0.010775862,0.002155172,0.00862069,0.002155172,0.002155172,0.002155172,0.002155172,0.002155172,0.010775862,0.002155172,0.002155172,0.017241379,0.002155172,0.086206897,0.015086207,0.00862069,0.002155172,0,6,1,2
132007109,0.005988024,0.011976048,0.011976048,0.005988024,0.005988024,0.005988024,0.005988024,0.005988024,0.005988024,0.005988024,0.005988024,0.011976048,0.005988024,0.005988024,0.005988024,0.023952096,0.005988024,0.005988024,0.005988024,0.005988024,0.005988024,0.005988024,0.011976048,0.479041916,0.005988024,0.005988024,0.005988024,0.005988024,0.011976048,0.017964072,0.011976048,0.005988024,0.011976048,0.005988024,0.005988024,0.005988024,0.023952096,0.017964072,0.005988024,0.023952096,0.011976048,0.005988024,0.011976048,0.005988024,0.005988024,0.077844311,0.011976048,0.011976048,0.017964072,0.005988024,0,1,1,1
132007110,0.002,0.002,0.002,0.08,0.004,0.002,0.004,0.004,0.002,0.43,0.002,0.008,0.002,0.002,0.002,0.004,0.004,0.002,0.004,0.002,0.004,0.002,0.002,0.002,0.016,0.002,0.002,0.002,0.002,0.004,0.004,0.006,0.016,0.006,0.002,0.002,0.002,0.004,0.012,0.002,0.056,0.006,0.002,0.252,0.008,0.002,0.002,0.008,0.004,0.002,0,3,2,1
132007111,0.002389486,0.001194743,0.011947431,0.002389486,0.007168459,0.002389486,0.001194743,0.016726404,0.011947431,0.005973716,0.003584229,0.017921147,0.002389486,0.007168459,0.002389486,0.807646356,0.002389486,0.001194743,0.001194743,0.005973716,0.001194743,0.001194743,0.027479092,0.003584229,0.001194743,0.001194743,0.002389486,0.001194743,0.001194743,0.004778973,0.002389486,0.001194743,0.003584229,0.001194743,0.002389486,0.001194743,0.001194743,0.002389486,0.002389486,0.007168459,0.001194743,0.002389486,0.001194743,0.002389486,0.001194743,0.001194743,0.001194743,0.001194743,0.001194743,0.001194743,0,4,2,1
132007112,0.002985075,0.002985075,0.002985075,0.008955224,0.005970149,0.002985075,0.002985075,0.002985075,0.002985075,0.002985075,0.002985075,0.002985075,0.002985075,0.017910448,0.002985075,0.026865672,0.334328358,0.005970149,0.002985075,0.002985075,0.002985075,0.002985075,0.002985075,0.002985075,0.005970149,0.002985075,0.014925373,0.002985075,0.008955224,0.029850746,0.011940299,0.005970149,0.020895522,0.011940299,0.014925373,0.008955224,0.011940299,0.005970149,0.005970149,0.008955224,0.002985075,0.020895522,0.098507463,0.011940299,0.008955224,0.008955224,0.074626866,0.12238806,0.014925373,0.008955224,0,1,1,1
132007113,0.012448133,0.190871369,0.008298755,0.004149378,0.008298755,0.004149378,0.012448133,0.008298755,0.004149378,0.008298755,0.004149378,0.012448133,0.004149378,0.012448133,0.008298755,0.004149378,0.004149378,0.004149378,0.004149378,0.008298755,0.004149378,0.004149378,0.004149378,0.008298755,0.004149378,0.004149378,0.004149378,0.012448133,0.004149378,0.004149378,0.004149378,0.004149378,0.004149378,0.012448133,0.008298755,0.004149378,0.004149378,0.46473029,0.020746888,0.004149378,0.033195021,0.012448133,0.004149378,0.004149378,0.008298755,0.004149378,0.008298755,0.004149378,0.004149378,0.004149378,0,3,1,1
132007114,0.002857143,0.008571429,0.002857143,0.002857143,0.002857143,0.1,0.002857143,0.234285714,0.002857143,0.002857143,0.002857143,0.002857143,0.005714286,0.005714286,0.002857143,0.005714286,0.005714286,0.002857143,0.002857143,0.002857143,0.002857143,0.014285714,0.002857143,0.002857143,0.002857143,0.002857143,0.002857143,0.002857143,0.002857143,0.002857143,0.002857143,0.011428571,0.414285714,0.028571429,0.002857143,0.005714286,0.002857143,0.005714286,0.002857143,0.002857143,0.002857143,0.002857143,0.002857143,0.002857143,0.002857143,0.002857143,0.002857143,0.017142857,0.037142857,0.002857143,0,2,1,1
132007115,0.005050505,0.106060606,0.02020202,0.015151515,0.015151515,0.005050505,0.005050505,0.045454545,0.005050505,0.005050505,0.01010101,0.005050505,0.005050505,0.01010101,0.005050505,0.01010101,0.005050505,0.005050505,0.01010101,0.005050505,0.005050505,0.005050505,0.005050505,0.005050505,0.005050505,0.005050505,0.01010101,0.005050505,0.126262626,0.005050505,0.005050505,0.005050505,0.005050505,0.005050505,0.005050505,0.015151515,0.005050505,0.01010101,0.01010101,0.005050505,0.005050505,0.005050505,0.005050505,0.005050505,0.313131313,0.005050505,0.085858586,0.02020202,0.005050505,0.005050505,0,6,2,2
132007116,0.002881844,0.002881844,0.005763689,0.002881844,0.002881844,0.005763689,0.005763689,0.025936599,0.014409222,0.002881844,0.42074928,0.005763689,0.002881844,0.002881844,0.083573487,0.023054755,0.002881844,0.002881844,0.002881844,0.002881844,0.008645533,0.002881844,0.002881844,0.002881844,0.008645533,0.002881844,0.002881844,0.002881844,0.017291066,0.11815562,0.008645533,0.002881844,0.077809798,0.002881844,0.014409222,0.002881844,0.002881844,0.002881844,0.002881844,0.005763689,0.025936599,0.023054755,0.002881844,0.005763689,0.002881844,0.002881844,0.002881844,0.011527378,0.002881844,0.002881844,0,2,2,1
132007117,0.007968127,0.007968127,0.003984064,0.003984064,0.051792829,0.001992032,0.215139442,0.001992032,0.332669323,0.007968127,0.001992032,0.003984064,0.005976096,0.007968127,0.009960159,0.001992032,0.011952191,0.001992032,0.005976096,0.001992032,0.001992032,0.003984064,0.001992032,0.001992032,0.001992032,0.059760956,0.003984064,0.007968127,0.005976096,0.015936255,0.005976096,0.001992032,0.001992032,0.001992032,0.003984064,0.001992032,0.003984064,0.007968127,0.001992032,0.03187251,0.005976096,0.053784861,0.011952191,0.001992032,0.003984064,0.003984064,0.035856574,0.007968127,0.003984064,0.011952191,0,3,2,1
132007118,0.0016,0.0016,0.0016,0.1536,0.0016,0.0096,0.0032,0.0016,0.0016,0.0032,0.0032,0.5136,0.0016,0.0032,0.0016,0.0144,0.0032,0.0032,0.0016,0.008,0.0016,0.0032,0.0016,0.0016,0.0032,0.0016,0.0048,0.0016,0.0032,0.0048,0.1088,0.0032,0.0016,0.0016,0.0016,0.0032,0.0032,0.0016,0.0048,0.016,0.0368,0.0032,0.016,0.008,0.0016,0.0016,0.0032,0.0032,0.0032,0.0176,0,3,2,1
132007119,0.002881844,0.002881844,0.002881844,0.002881844,0.002881844,0.002881844,0.005763689,0.002881844,0.002881844,0.005763689,0.002881844,0.002881844,0.002881844,0.002881844,0.002881844,0.002881844,0.002881844,0.002881844,0.002881844,0.002881844,0.002881844,0.002881844,0.002881844,0.233429395,0.002881844,0.011527378,0.005763689,0.008645533,0.002881844,0.017291066,0.002881844,0.031700288,0.017291066,0.005763689,0.020172911,0.002881844,0.04610951,0.005763689,0.008645533,0.002881844,0.002881844,0.005763689,0.028818444,0.002881844,0.002881844,0.250720461,0.002881844,0.014409222,0.187319885,0.002881844,0,2,1,1
132007120,0.004048583,0.002699055,0.001349528,0.004048583,0.001349528,0.001349528,0.001349528,0.001349528,0.004048583,0.001349528,0.002699055,0.001349528,0.005398111,0.004048583,0.002699055,0.002699055,0.002699055,0.004048583,0.149797571,0.002699055,0.001349528,0.006747638,0.001349528,0.291497976,0.001349528,0.001349528,0.002699055,0.001349528,0.026990553,0.114709852,0.024291498,0.002699055,0.002699055,0.012145749,0.001349528,0.004048583,0.012145749,0.014844804,0.001349528,0.002699055,0.004048583,0.02294197,0.006747638,0.001349528,0.004048583,0.095816464,0.124156545,0.002699055,0.008097166,0.001349528,0,7,1,1
132007121,0.002066116,0.002066116,0.004132231,0.002066116,0.002066116,0.004132231,0.018595041,0.002066116,0.002066116,0.002066116,0.006198347,0.006198347,0.002066116,0.002066116,0.169421488,0.006198347,0.004132231,0.002066116,0.002066116,0.002066116,0.002066116,0.002066116,0.002066116,0.002066116,0.002066116,0.002066116,0.012396694,0.002066116,0.002066116,0.006198347,0.002066116,0.099173554,0.002066116,0.002066116,0.004132231,0.002066116,0.002066116,0.002066116,0.004132231,0.002066116,0.002066116,0.002066116,0.287190083,0.002066116,0.134297521,0.002066116,0.004132231,0.008264463,0.152892562,0.004132231,0,3,6,1
132007122,0.012820513,0.012820513,0.012820513,0.012820513,0.025641026,0.012820513,0.012820513,0.012820513,0.012820513,0.012820513,0.012820513,0.025641026,0.012820513,0.012820513,0.012820513,0.012820513,0.012820513,0.012820513,0.012820513,0.243589744,0.012820513,0.012820513,0.012820513,0.012820513,0.012820513,0.025641026,0.012820513,0.012820513,0.012820513,0.051282051,0.012820513,0.012820513,0.012820513,0.012820513,0.012820513,0.012820513,0.012820513,0.012820513,0.012820513,0.012820513,0.012820513,0.012820513,0.025641026,0.051282051,0.012820513,0.012820513,0.012820513,0.012820513,0.012820513,0.012820513,0,3,2,1
132007123,0.004830918,0.038647343,0.002415459,0.004830918,0.002415459,0.004830918,0.060386473,0.002415459,0.002415459,0.007246377,0.002415459,0.004830918,0.004830918,0.002415459,0.002415459,0.004830918,0.004830918,0.002415459,0.007246377,0.002415459,0.004830918,0.002415459,0.004830918,0.004830918,0.031400966,0.002415459,0.004830918,0.007246377,0.253623188,0.007246377,0.002415459,0.002415459,0.007246377,0.002415459,0.012077295,0.002415459,0.002415459,0.002415459,0.004830918,0.002415459,0.004830918,0.028985507,0.002415459,0.002415459,0.012077295,0.002415459,0.299516908,0.108695652,0.002415459,0.002415459,0,3,2,1
132007124,0.003636364,0.003636364,0.003636364,0.003636364,0.010909091,0.069090909,0.003636364,0.003636364,0.36,0.003636364,0.007272727,0.003636364,0.003636364,0.003636364,0.003636364,0.003636364,0.007272727,0.003636364,0.003636364,0.007272727,0.003636364,0.003636364,0.003636364,0.003636364,0.003636364,0.007272727,0.010909091,0.007272727,0.003636364,0.007272727,0.003636364,0.003636364,0.145454545,0.04,0.003636364,0.010909091,0.003636364,0.072727273,0.003636364,0.003636364,0.014545455,0.014545455,0.010909091,0.003636364,0.025454545,0.003636364,0.003636364,0.054545455,0.007272727,0.003636364,0,4,2,1
132007125,0.00137931,0.00137931,0.00137931,0.00137931,0.002758621,0.008275862,0.04137931,0.00137931,0.00137931,0.00137931,0.00137931,0.00137931,0.00137931,0.00137931,0.002758621,0.00137931,0.00137931,0.002758621,0.002758621,0.00137931,0.004137931,0.009655172,0.00137931,0.00137931,0.00137931,0.00137931,0.004137931,0.00137931,0.126896552,0.132413793,0.002758621,0.00137931,0.00137931,0.002758621,0.00137931,0.022068966,0.00137931,0.002758621,0.00137931,0.031724138,0.004137931,0.00137931,0.019310345,0.002758621,0.077241379,0.00137931,0.023448276,0.428965517,0.00137931,0.006896552,0,3,6,1
132007126,0.002024291,0.002024291,0.006072874,0.004048583,0.002024291,0.008097166,0.002024291,0.002024291,0.002024291,0.002024291,0.008097166,0.002024291,0.002024291,0.004048583,0.002024291,0.582995951,0.006072874,0.002024291,0.004048583,0.002024291,0.004048583,0.006072874,0.004048583,0.002024291,0.006072874,0.002024291,0.002024291,0.002024291,0.004048583,0.002024291,0.002024291,0.099190283,0.155870445,0.004048583,0.002024291,0.002024291,0.004048583,0.002024291,0.002024291,0.002024291,0.002024291,0.002024291,0.020242915,0.002024291,0.002024291,0.002024291,0.002024291,0.002024291,0.006072874,0.002024291,0,4,2,2
132007127,0.003546099,0.003546099,0.003546099,0.003546099,0.003546099,0.007092199,0.003546099,0.017730496,0.003546099,0.003546099,0.003546099,0.003546099,0.003546099,0.003546099,0.003546099,0.003546099,0.003546099,0.003546099,0.007092199,0.003546099,0.205673759,0.007092199,0.003546099,0.003546099,0.003546099,0.007092199,0.007092199,0.003546099,0.010638298,0.088652482,0.003546099,0.003546099,0.003546099,0.031914894,0.120567376,0.010638298,0.074468085,0.074468085,0.007092199,0.003546099,0.003546099,0.017730496,0.007092199,0.035460993,0.014184397,0.010638298,0.131205674,0.003546099,0.003546099,0.007092199,0,2,2,1
132007128,0.00255102,0.00255102,0.00255102,0.00255102,0.00255102,0.00255102,0.00255102,0.00255102,0.00255102,0.00255102,0.00255102,0.00255102,0.00255102,0.00255102,0.00255102,0.005102041,0.119897959,0.00255102,0.00255102,0.00255102,0.00255102,0.00255102,0.00255102,0.00255102,0.073979592,0.00255102,0.00255102,0.00255102,0.00255102,0.007653061,0.007653061,0.00255102,0.00255102,0.005102041,0.005102041,0.00255102,0.00255102,0.12755102,0.00255102,0.007653061,0.022959184,0.005102041,0.005102041,0.017857143,0.005102041,0.005102041,0.010204082,0.484693878,0.00255102,0.00255102,0,2,1,1
132007129,0.004975124,0.009950249,0.014925373,0.004975124,0.004975124,0.009950249,0.009950249,0.004975124,0.009950249,0.019900498,0.004975124,0.004975124,0.009950249,0.004975124,0.004975124,0.004975124,0.009950249,0.009950249,0.014925373,0.004975124,0.014925373,0.004975124,0.004975124,0.039800995,0.004975124,0.004975124,0.004975124,0.004975124,0.009950249,0.029850746,0.004975124,0.019900498,0.009950249,0.034825871,0.004975124,0.004975124,0.019900498,0.004975124,0.009950249,0.004975124,0.004975124,0.004975124,0.004975124,0.004975124,0.009950249,0.512437811,0.009950249,0.014925373,0.009950249,0.009950249,0,3,1,1
132007130,0.002525253,0.002525253,0.007575758,0.005050505,0.002525253,0.002525253,0.002525253,0.002525253,0.002525253,0.002525253,0.002525253,0.002525253,0.002525253,0.002525253,0.002525253,0.002525253,0.007575758,0.005050505,0.002525253,0.005050505,0.005050505,0.002525253,0.002525253,0.002525253,0.169191919,0.005050505,0.012626263,0.002525253,0.002525253,0.002525253,0.02020202,0.045454545,0.005050505,0.244949495,0.002525253,0.037878788,0.037878788,0.002525253,0.002525253,0.005050505,0.093434343,0.002525253,0.073232323,0.007575758,0.083333333,0.01010101,0.04040404,0.005050505,0.002525253,0.002525253,0,4,1,1
132007131,0.005025126,0.007537688,0.002512563,0.002512563,0.002512563,0.055276382,0.002512563,0.002512563,0.027638191,0.005025126,0.010050251,0.002512563,0.002512563,0.010050251,0.005025126,0.002512563,0.007537688,0.002512563,0.005025126,0.002512563,0.002512563,0.010050251,0.002512563,0.002512563,0.007537688,0.005025126,0.002512563,0.01758794,0.002512563,0.090452261,0.002512563,0.002512563,0.020100503,0.015075377,0.557788945,0.002512563,0.002512563,0.002512563,0.002512563,0.002512563,0.005025126,0.052763819,0.005025126,0.005025126,0.002512563,0.002512563,0.002512563,0.002512563,0.002512563,0.002512563,0,2,2,1
132007132,0.002364066,0.002364066,0.007092199,0.004728132,0.002364066,0.004728132,0.002364066,0.009456265,0.002364066,0.002364066,0.002364066,0.004728132,0.004728132,0.002364066,0.002364066,0.002364066,0.004728132,0.002364066,0.007092199,0.004728132,0.011820331,0.002364066,0.345153664,0.002364066,0.002364066,0.002364066,0.078014184,0.002364066,0.002364066,0.002364066,0.245862884,0.004728132,0.007092199,0.007092199,0.002364066,0.01891253,0.011820331,0.007092199,0.009456265,0.009456265,0.004728132,0.007092199,0.035460993,0.061465721,0.002364066,0.016548463,0.007092199,0.007092199,0.002364066,0.002364066,0,3,2,1
132007133,0.007117438,0.014234875,0.007117438,0.014234875,0.003558719,0.028469751,0.28113879,0.003558719,0.003558719,0.003558719,0.003558719,0.003558719,0.003558719,0.007117438,0.003558719,0.003558719,0.003558719,0.003558719,0.003558719,0.007117438,0.014234875,0.003558719,0.014234875,0.007117438,0.003558719,0.003558719,0.007117438,0.010676157,0.042704626,0.131672598,0.053380783,0.024911032,0.003558719,0.010676157,0.003558719,0.003558719,0.003558719,0.007117438,0.003558719,0.060498221,0.003558719,0.103202847,0.003558719,0.017793594,0.007117438,0.007117438,0.010676157,0.003558719,0.017793594,0.003558719,0,3,6,1
132007134,0.006342495,0.002114165,0.006342495,0.006342495,0.006342495,0.063424947,0.00422833,0.484143763,0.002114165,0.00422833,0.006342495,0.00422833,0.00422833,0.002114165,0.002114165,0.00845666,0.006342495,0.002114165,0.010570825,0.002114165,0.00422833,0.00422833,0.00845666,0.002114165,0.006342495,0.101479915,0.002114165,0.00845666,0.00422833,0.002114165,0.00422833,0.00845666,0.00845666,0.00422833,0.002114165,0.00422833,0.014799154,0.014799154,0.061310782,0.006342495,0.00845666,0.035940803,0.006342495,0.002114165,0.00422833,0.00422833,0.002114165,0.00422833,0.016913319,0.00845666,0,6,1,1
132007135,0.005376344,0.005376344,0.005376344,0.010752688,0.005376344,0.005376344,0.005376344,0.021505376,0.005376344,0.005376344,0.005376344,0.010752688,0.005376344,0.005376344,0.005376344,0.005376344,0.010752688,0.005376344,0.005376344,0.005376344,0.005376344,0.016129032,0.005376344,0.064516129,0.005376344,0.005376344,0.069892473,0.005376344,0.010752688,0.021505376,0.005376344,0.005376344,0.005376344,0.161290323,0.005376344,0.005376344,0.005376344,0.005376344,0.021505376,0.005376344,0.005376344,0.005376344,0.010752688,0.005376344,0.005376344,0.344086022,0.032258065,0.005376344,0.005376344,0.005376344,0,1,1,1
132007136,0.002197802,0.004395604,0.002197802,0.006593407,0.004395604,0.030769231,0.002197802,0.004395604,0.002197802,0.004395604,0.002197802,0.002197802,0.002197802,0.010989011,0.002197802,0.002197802,0.002197802,0.004395604,0.002197802,0.002197802,0.002197802,0.002197802,0.002197802,0.002197802,0.479120879,0.002197802,0.085714286,0.004395604,0.002197802,0.004395604,0.002197802,0.006593407,0.072527473,0.004395604,0.010989011,0.004395604,0.006593407,0.002197802,0.002197802,0.006593407,0.125274725,0.002197802,0.004395604,0.013186813,0.002197802,0.002197802,0.002197802,0.002197802,0.041758242,0.002197802,0,5,1,1
132007137,0.002785515,0.005571031,0.002785515,0.008356546,0.002785515,0.002785515,0.075208914,0.036211699,0.002785515,0.027855153,0.002785515,0.002785515,0.002785515,0.008356546,0.002785515,0.005571031,0.002785515,0.005571031,0.027855153,0.005571031,0.005571031,0.011142061,0.094707521,0.005571031,0.002785515,0.225626741,0.011142061,0.005571031,0.005571031,0.086350975,0.002785515,0.002785515,0.002785515,0.002785515,0.002785515,0.002785515,0.005571031,0.002785515,0.002785515,0.002785515,0.002785515,0.005571031,0.019498607,0.002785515,0.002785515,0.002785515,0.002785515,0.005571031,0.008356546,0.228412256,0,3,6,1
132007138,0.003623188,0.003623188,0.003623188,0.007246377,0.003623188,0.003623188,0.039855072,0.003623188,0.007246377,0.003623188,0.003623188,0.003623188,0.003623188,0.003623188,0.003623188,0.003623188,0.003623188,0.003623188,0.014492754,0.003623188,0.003623188,0.010869565,0.003623188,0.003623188,0.007246377,0.003623188,0.003623188,0.010869565,0.007246377,0.010869565,0.010869565,0.003623188,0.007246377,0.31884058,0.076086957,0.014492754,0.039855072,0.003623188,0.148550725,0.003623188,0.007246377,0.007246377,0.003623188,0.003623188,0.003623188,0.003623188,0.134057971,0.003623188,0.010869565,0.003623188,0,3,2,1
132007139,0.007936508,0.002645503,0.002645503,0.007936508,0.005291005,0.002645503,0.007936508,0.015873016,0.002645503,0.007936508,0.010582011,0.007936508,0.005291005,0.005291005,0.002645503,0.002645503,0.097883598,0.002645503,0.018518519,0.005291005,0.002645503,0.002645503,0.013227513,0.005291005,0.010582011,0.002645503,0.042328042,0.137566138,0.026455026,0.158730159,0.013227513,0.007936508,0.002645503,0.084656085,0.002645503,0.002645503,0.023809524,0.002645503,0.005291005,0.013227513,0.005291005,0.002645503,0.092592593,0.005291005,0.029100529,0.023809524,0.023809524,0.005291005,0.026455026,0.002645503,0,7,2,2
132007140,0.001396648,0.00698324,0.051675978,0.002793296,0.001396648,0.002793296,0.001396648,0.002793296,0.001396648,0.001396648,0.001396648,0.001396648,0.001396648,0.002793296,0.001396648,0.001396648,0.002793296,0.001396648,0.001396648,0.001396648,0.001396648,0.001396648,0.001396648,0.002793296,0.229050279,0.004189944,0.001396648,0.001396648,0.004189944,0.036312849,0.011173184,0.023743017,0.001396648,0.012569832,0.001396648,0.001396648,0.00698324,0.002793296,0.00698324,0.12150838,0.329608939,0.008379888,0.002793296,0.081005587,0.004189944,0.001396648,0.002793296,0.001396648,0.001396648,0.002793296,0,5,1,1
132007141,0.003676471,0.003676471,0.003676471,0.023897059,0.001838235,0.001838235,0.001838235,0.001838235,0.001838235,0.001838235,0.003676471,0.029411765,0.001838235,0.001838235,0.003676471,0.005514706,0.001838235,0.001838235,0.003676471,0.005514706,0.003676471,0.003676471,0.001838235,0.003676471,0.003676471,0.001838235,0.005514706,0.044117647,0.005514706,0.115808824,0.022058824,0.001838235,0.001838235,0.003676471,0.003676471,0.001838235,0.055147059,0.003676471,0.055147059,0.264705882,0.066176471,0.003676471,0.159926471,0.001838235,0.001838235,0.001838235,0.038602941,0.014705882,0.001838235,0.001838235,0,3,2,1
132007142,0.004092769,0.001364256,0.004092769,0.013642565,0.001364256,0.062755798,0.001364256,0.001364256,0.001364256,0.020463847,0.030013643,0.001364256,0.002728513,0.001364256,0.002728513,0.603001364,0.002728513,0.002728513,0.002728513,0.001364256,0.036834925,0.001364256,0.002728513,0.002728513,0.004092769,0.001364256,0.002728513,0.010914052,0.002728513,0.002728513,0.001364256,0.002728513,0.032742156,0.005457026,0.001364256,0.001364256,0.002728513,0.001364256,0.064120055,0.001364256,0.004092769,0.032742156,0.002728513,0.001364256,0.001364256,0.005457026,0.001364256,0.001364256,0.002728513,0.001364256,0,1,2,2
132007143,0.002724796,0.002724796,0.002724796,0.002724796,0.002724796,0.010899183,0.002724796,0.002724796,0.002724796,0.719346049,0.013623978,0.002724796,0.002724796,0.002724796,0.002724796,0.005449591,0.002724796,0.005449591,0.005449591,0.002724796,0.005449591,0.002724796,0.005449591,0.002724796,0.008174387,0.002724796,0.005449591,0.005449591,0.002724796,0.005449591,0.013623978,0.008174387,0.002724796,0.010899183,0.002724796,0.002724796,0.002724796,0.005449591,0.013623978,0.005449591,0.029972752,0.019073569,0.005449591,0.010899183,0.005449591,0.002724796,0.005449591,0.002724796,0.002724796,0.002724796,0,5,2,1
132007144,0.003484321,0.00116144,0.00116144,0.00232288,0.00116144,0.00232288,0.00116144,0.00116144,0.00116144,0.00232288,0.00116144,0.00232288,0.00116144,0.00116144,0.00116144,0.00116144,0.00116144,0.00116144,0.003484321,0.00116144,0.00116144,0.00116144,0.00232288,0.00116144,0.24738676,0.00232288,0.00116144,0.018583043,0.00232288,0.005807201,0.024390244,0.00116144,0.00116144,0.00116144,0.00232288,0.00116144,0.00116144,0.00116144,0.00116144,0.00232288,0.06387921,0.00116144,0.041811847,0.521486643,0.00232288,0.00116144,0.004645761,0.006968641,0.00232288,0.00116144,0,5,1,1
132007145,0.004329004,0.004329004,0.012987013,0.004329004,0.004329004,0.012987013,0.004329004,0.004329004,0.004329004,0.012987013,0.012987013,0.004329004,0.008658009,0.004329004,0.008658009,0.017316017,0.043290043,0.008658009,0.004329004,0.008658009,0.064935065,0.004329004,0.004329004,0.008658009,0.008658009,0.008658009,0.034632035,0.012987013,0.004329004,0.017316017,0.004329004,0.004329004,0.121212121,0.017316017,0.017316017,0.004329004,0.004329004,0.017316017,0.116883117,0.004329004,0.008658009,0.151515152,0.012987013,0.004329004,0.004329004,0.077922078,0.008658009,0.025974026,0.004329004,0.03030303,0,2,1,1
132007146,0.010224949,0.00204499,0.00204499,0.00204499,0.00204499,0.00204499,0.00408998,0.063394683,0.00204499,0.024539877,0.00204499,0.00204499,0.00408998,0.00204499,0.00204499,0.00204499,0.00204499,0.00408998,0.006134969,0.00204499,0.006134969,0.00204499,0.00204499,0.00408998,0.008179959,0.00204499,0.00204499,0.096114519,0.00204499,0.00408998,0.00408998,0.00408998,0.010224949,0.646216769,0.00408998,0.016359918,0.00204499,0.006134969,0.00408998,0.00204499,0.00204499,0.00204499,0.010224949,0.00204499,0.00204499,0.00204499,0.00204499,0.00204499,0.00204499,0.00204499,0,3,2,2
132007147,0.002840909,0.002840909,0.002840909,0.002840909,0.002840909,0.002840909,0.002840909,0.005681818,0.002840909,0.005681818,0.008522727,0.002840909,0.005681818,0.002840909,0.002840909,0.002840909,0.002840909,0.002840909,0.002840909,0.005681818,0.002840909,0.002840909,0.002840909,0.116477273,0.002840909,0.002840909,0.019886364,0.008522727,0.008522727,0.002840909,0.002840909,0.045454545,0.014204545,0.474431818,0.002840909,0.005681818,0.008522727,0.008522727,0.011363636,0.008522727,0.09375,0.005681818,0.008522727,0.002840909,0.005681818,0.025568182,0.008522727,0.002840909,0.017045455,0.002840909,0,7,1,1
132007148,0.002531646,0.002531646,0.002531646,0.007594937,0.002531646,0.005063291,0.002531646,0.007594937,0.002531646,0.002531646,0.002531646,0.005063291,0.002531646,0.541772152,0.002531646,0.002531646,0.002531646,0.002531646,0.002531646,0.002531646,0.005063291,0.007594937,0.002531646,0.002531646,0.005063291,0.002531646,0.002531646,0.005063291,0.002531646,0.010126582,0.002531646,0.007594937,0.012658228,0.002531646,0.002531646,0.043037975,0.002531646,0.103797468,0.007594937,0.002531646,0.002531646,0.017721519,0.037974684,0.002531646,0.065822785,0.002531646,0.002531646,0.02278481,0.005063291,0.002531646,0,2,1,1
132007149,0.002941176,0.002941176,0.005882353,0.002941176,0.002941176,0.017647059,0.002941176,0.002941176,0.252941176,0.005882353,0.035294118,0.002941176,0.008823529,0.008823529,0.002941176,0.002941176,0.011764706,0.002941176,0.008823529,0.008823529,0.008823529,0.005882353,0.002941176,0.002941176,0.014705882,0.005882353,0.088235294,0.002941176,0.002941176,0.129411765,0.008823529,0.002941176,0.026470588,0.020588235,0.008823529,0.002941176,0.002941176,0.05,0.111764706,0.020588235,0.002941176,0.035294118,0.008823529,0.005882353,0.002941176,0.008823529,0.005882353,0.002941176,0.008823529,0.002941176,0,3,2,1
132007150,0.004081633,0.004081633,0.004081633,0.004081633,0.004081633,0.004081633,0.114285714,0.069387755,0.004081633,0.012244898,0.004081633,0.004081633,0.004081633,0.004081633,0.008163265,0.004081633,0.004081633,0.008163265,0.004081633,0.004081633,0.004081633,0.004081633,0.004081633,0.004081633,0.212244898,0.004081633,0.004081633,0.004081633,0.004081633,0.118367347,0.032653061,0.008163265,0.004081633,0.073469388,0.004081633,0.073469388,0.008163265,0.004081633,0.004081633,0.004081633,0.102040816,0.004081633,0.004081633,0.008163265,0.004081633,0.004081633,0.008163265,0.004081633,0.004081633,0.004081633,0,3,1,1
