appid,Topic 1,Topic 2,Topic 3,Topic 4,Topic 9,Topic 10,Topic 11,Topic 12,Topic 18,Topic 21,Topic 23,Topic 25,Topic 26,Topic 29,Topic 31,Topic 32,Topic 33,Topic 34,Topic 36,Topic 38,Topic 40,Topic 41,Topic 44,Topic 46,Topic 49,Topic 5,Topic 6,Topic 7,Topic 8,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 19,Topic 20,Topic 22,Topic 24,Topic 27,Topic 28,Topic 30,Topic 35,Topic 37,Topic 39,Topic 42,Topic 43,Topic 45,Topic 47,Topic 48,Topic 50,award,area,ownership,scale
501998002,0.001321004,0.001321004,0.001321004,0.001321004,0.001321004,0.001321004,0.001321004,0.002642008,0.003963012,0.003963012,0.001321004,0.003963012,0.007926024,0.010568032,0.001321004,0.001321004,0.001321004,0.441215324,0.002642008,0.002642008,0.003963012,0.003963012,0.001321004,0.001321004,0.001321004,0.001321004,0.003963012,0.001321004,0.003963012,0.01321004,0.001321004,0.001321004,0.022457067,0.001321004,0.001321004,0.018494055,0.002642008,0.34346103,0.002642008,0.018494055,0.001321004,0.002642008,0.00660502,0.001321004,0.009247028,0.001321004,0.015852048,0.015852048,0.001321004,0.001321004,1,5,1,1
501998003,0.003590664,0.005385996,0.003590664,0.021543986,0.001795332,0.001795332,0.008976661,0.001795332,0.005385996,0.001795332,0.012567325,0.001795332,0.001795332,0.001795332,0.001795332,0.001795332,0.005385996,0.001795332,0.035906643,0.001795332,0.003590664,0.001795332,0.005385996,0.003590664,0.008976661,0.005385996,0.003590664,0.037701975,0.001795332,0.113105925,0.113105925,0.407540395,0.001795332,0.003590664,0.001795332,0.001795332,0.001795332,0.001795332,0.019748654,0.003590664,0.034111311,0.001795332,0.001795332,0.021543986,0.001795332,0.001795332,0.001795332,0.001795332,0.068222621,0.001795332,1,3,2,1
501998004,0.001488095,0.016369048,0.00297619,0.00297619,0.214285714,0.00297619,0.001488095,0.041666667,0.00297619,0.004464286,0.001488095,0.004464286,0.044642857,0.001488095,0.001488095,0.007440476,0.001488095,0.001488095,0.001488095,0.001488095,0.00297619,0.007440476,0.001488095,0.004464286,0.001488095,0.001488095,0.007440476,0.001488095,0.010416667,0.145833333,0.001488095,0.001488095,0.005952381,0.004464286,0.001488095,0.001488095,0.001488095,0.010416667,0.001488095,0.005952381,0.001488095,0.007440476,0.00297619,0.001488095,0.001488095,0.001488095,0.348214286,0.001488095,0.001488095,0.053571429,1,5,2,1
501998005,0.01038961,0.002597403,0.023376623,0.01038961,0.005194805,0.012987013,0.012987013,0.002597403,0.002597403,0.002597403,0.002597403,0.002597403,0.002597403,0.002597403,0.002597403,0.002597403,0.005194805,0.005194805,0.353246753,0.002597403,0.005194805,0.01038961,0.002597403,0.002597403,0.002597403,0.002597403,0.025974026,0.002597403,0.025974026,0.244155844,0.025974026,0.002597403,0.002597403,0.002597403,0.007792208,0.002597403,0.002597403,0.012987013,0.002597403,0.01038961,0.005194805,0.007792208,0.002597403,0.01038961,0.005194805,0.002597403,0.083116883,0.012987013,0.002597403,0.002597403,1,1,2,1
501998006,0.003891051,0.001945525,0.001945525,0.019455253,0.001945525,0.001945525,0.03307393,0.003891051,0.001945525,0.031128405,0.003891051,0.001945525,0.001945525,0.001945525,0.007782101,0.005836576,0.001945525,0.001945525,0.005836576,0.001945525,0.001945525,0.001945525,0.001945525,0.001945525,0.036964981,0.001945525,0.005836576,0.046692607,0.015564202,0.116731518,0.457198444,0.011673152,0.001945525,0.001945525,0.027237354,0.001945525,0.013618677,0.009727626,0.001945525,0.029182879,0.009727626,0.003891051,0.001945525,0.019455253,0.001945525,0.003891051,0.027237354,0.001945525,0.001945525,0.003891051,0,5,2,1
501998007,0.281666667,0.01,0.016666667,0.005,0.021666667,0.003333333,0.003333333,0.006666667,0.001666667,0.001666667,0.008333333,0.001666667,0.003333333,0.001666667,0.003333333,0.006666667,0.003333333,0.001666667,0.003333333,0.006666667,0.001666667,0.003333333,0.013333333,0.001666667,0.008333333,0.011666667,0.09,0.003333333,0.118333333,0.011666667,0.026666667,0.003333333,0.001666667,0.003333333,0.001666667,0.006666667,0.001666667,0.001666667,0.005,0.016666667,0.001666667,0.03,0.046666667,0.006666667,0.026666667,0.003333333,0.105,0.003333333,0.033333333,0.02,0,7,2,1
501998008,0.002989537,0.001494768,0.001494768,0.005979073,0.001494768,0.005979073,0.001494768,0.002989537,0.001494768,0.001494768,0.001494768,0.001494768,0.001494768,0.001494768,0.001494768,0.001494768,0.001494768,0.001494768,0.001494768,0.001494768,0.002989537,0.001494768,0.002989537,0.001494768,0.001494768,0.004484305,0.005979073,0.711509716,0.002989537,0.007473842,0.149476831,0.002989537,0.001494768,0.001494768,0.001494768,0.001494768,0.001494768,0.005979073,0.010463378,0.004484305,0.001494768,0.001494768,0.014947683,0.001494768,0.004484305,0.001494768,0.001494768,0.002989537,0.002989537,0.001494768,0,2,2,1
501998009,0.0228471,0.003514938,0.001757469,0.003514938,0.029876977,0.019332162,0.001757469,0.001757469,0.003514938,0.001757469,0.005272408,0.001757469,0.007029877,0.001757469,0.005272408,0.0228471,0.268892794,0.001757469,0.0456942,0.005272408,0.001757469,0.003514938,0.001757469,0.007029877,0.003514938,0.003514938,0.246045694,0.003514938,0.001757469,0.001757469,0.008787346,0.012302285,0.005272408,0.001757469,0.001757469,0.028119508,0.001757469,0.001757469,0.001757469,0.001757469,0.001757469,0.035149385,0.103690685,0.005272408,0.003514938,0.001757469,0.033391916,0.003514938,0.015817223,0.001757469,0,2,2,2
501998010,0.002293578,0.006880734,0.016055046,0.006880734,0.002293578,0.009174312,0.01146789,0.020642202,0.002293578,0.009174312,0.006880734,0.006880734,0.006880734,0.01146789,0.002293578,0.01146789,0.006880734,0.004587156,0.002293578,0.288990826,0.002293578,0.002293578,0.016055046,0.004587156,0.004587156,0.002293578,0.05733945,0.020642202,0.006880734,0.006880734,0.002293578,0.025229358,0.016055046,0.002293578,0.009174312,0.004587156,0.002293578,0.01146789,0.004587156,0.002293578,0.009174312,0.167431193,0.02293578,0.043577982,0.036697248,0.029816514,0.002293578,0.004587156,0.036697248,0.006880734,0,6,2,1
501998011,0.001531394,0.001531394,0.001531394,0.004594181,0.003062787,0.001531394,0.003062787,0.012251149,0.001531394,0.001531394,0.003062787,0.022970904,0.003062787,0.001531394,0.030627871,0.003062787,0.001531394,0.035222052,0.003062787,0.395099541,0.001531394,0.001531394,0.001531394,0.006125574,0.003062787,0.012251149,0.004594181,0.026033691,0.001531394,0.009188361,0.001531394,0.280245023,0.003062787,0.001531394,0.010719755,0.003062787,0.003062787,0.003062787,0.007656968,0.006125574,0.012251149,0.001531394,0.013782542,0.006125574,0.001531394,0.009188361,0.003062787,0.001531394,0.030627871,0.001531394,0,3,1,1
501998012,0.035230352,0.005420054,0.002710027,0.132791328,0.002710027,0.008130081,0.005420054,0.094850949,0.002710027,0.005420054,0.016260163,0.002710027,0.002710027,0.008130081,0.010840108,0.002710027,0.002710027,0.005420054,0.002710027,0.002710027,0.002710027,0.016260163,0.005420054,0.002710027,0.008130081,0.01897019,0.024390244,0.016260163,0.002710027,0.01897019,0.002710027,0.276422764,0.01897019,0.002710027,0.002710027,0.002710027,0.005420054,0.002710027,0.002710027,0.005420054,0.01897019,0.010840108,0.016260163,0.005420054,0.005420054,0.002710027,0.016260163,0.010840108,0.119241192,0.002710027,0,2,4,1
501998013,0.004854369,0.002427184,0.007281553,0.019417476,0.002427184,0.007281553,0.002427184,0.002427184,0.002427184,0.004854369,0.002427184,0.002427184,0.004854369,0.007281553,0.002427184,0.002427184,0.002427184,0.002427184,0.002427184,0.002427184,0.004854369,0.002427184,0.002427184,0.004854369,0.004854369,0.007281553,0.007281553,0.014563107,0.002427184,0.053398058,0.718446602,0.004854369,0.002427184,0.004854369,0.002427184,0.002427184,0.002427184,0.002427184,0.009708738,0.009708738,0.004854369,0.002427184,0.002427184,0.002427184,0.002427184,0.002427184,0.009708738,0.007281553,0.009708738,0.004854369,0,3,2,1
501998014,0.002336449,0.002336449,0.002336449,0.004672897,0.004672897,0.004672897,0.004672897,0.01635514,0.002336449,0.007009346,0.002336449,0.004672897,0.004672897,0.002336449,0.002336449,0.002336449,0.002336449,0.002336449,0.014018692,0.002336449,0.002336449,0.002336449,0.002336449,0.002336449,0.004672897,0.004672897,0.009345794,0.049065421,0.004672897,0.247663551,0.418224299,0.004672897,0.002336449,0.002336449,0.002336449,0.002336449,0.002336449,0.002336449,0.004672897,0.004672897,0.004672897,0.014018692,0.011682243,0.051401869,0.007009346,0.004672897,0.01635514,0.009345794,0.011682243,0.002336449,0,3,6,1
501998015,0.006993007,0.002331002,0.002331002,0.195804196,0.004662005,0.002331002,0.002331002,0.004662005,0.002331002,0.002331002,0.002331002,0.004662005,0.002331002,0.002331002,0.006993007,0.002331002,0.002331002,0.002331002,0.533799534,0.002331002,0.002331002,0.002331002,0.002331002,0.011655012,0.004662005,0.004662005,0.002331002,0.002331002,0.002331002,0.002331002,0.006993007,0.004662005,0.025641026,0.002331002,0.004662005,0.002331002,0.004662005,0.002331002,0.020979021,0.004662005,0.018648019,0.004662005,0.004662005,0.006993007,0.002331002,0.002331002,0.002331002,0.002331002,0.046620047,0.004662005,0,3,4,1
501998016,0.01242236,0.00310559,0.347826087,0.01863354,0.00621118,0.01863354,0.027950311,0.00931677,0.00621118,0.00931677,0.00310559,0.00310559,0.00621118,0.00310559,0.00310559,0.00621118,0.00310559,0.00621118,0.01552795,0.00621118,0.00621118,0.00310559,0.00621118,0.01242236,0.00621118,0.00931677,0.037267081,0.00621118,0.00931677,0.02484472,0.124223602,0.01552795,0.00310559,0.00310559,0.01863354,0.00621118,0.00310559,0.00310559,0.00310559,0.00310559,0.00310559,0.00310559,0.00621118,0.01242236,0.00310559,0.043478261,0.00621118,0.00310559,0.090062112,0.00931677,0,2,2,1
501998017,0.001838235,0.014705882,0.65625,0.009191176,0.001838235,0.005514706,0.005514706,0.001838235,0.001838235,0.009191176,0.001838235,0.001838235,0.005514706,0.003676471,0.001838235,0.001838235,0.073529412,0.001838235,0.001838235,0.001838235,0.001838235,0.001838235,0.005514706,0.001838235,0.001838235,0.003676471,0.023897059,0.029411765,0.001838235,0.023897059,0.007352941,0.003676471,0.001838235,0.001838235,0.003676471,0.001838235,0.001838235,0.001838235,0.005514706,0.001838235,0.003676471,0.009191176,0.012867647,0.005514706,0.020220588,0.001838235,0.005514706,0.005514706,0.003676471,0.001838235,0,1,1,2
501998018,0.002325581,0.002325581,0.002325581,0.002325581,0.004651163,0.004651163,0.002325581,0.002325581,0.002325581,0.002325581,0.002325581,0.002325581,0.006976744,0.002325581,0.237209302,0.002325581,0.004651163,0.004651163,0.006976744,0.004651163,0.002325581,0.002325581,0.004651163,0.002325581,0.002325581,0.002325581,0.002325581,0.004651163,0.002325581,0.020930233,0.002325581,0.03255814,0.002325581,0.004651163,0.002325581,0.004651163,0.002325581,0.002325581,0.006976744,0.006976744,0.03255814,0.002325581,0.01627907,0.430232558,0.009302326,0.002325581,0.002325581,0.01627907,0.069767442,0.002325581,0,3,2,1
501998019,0.001122334,0.001122334,0.002244669,0.052749719,0.001122334,0.004489338,0.003367003,0.001122334,0.001122334,0.001122334,0.028058361,0.013468013,0.003367003,0.002244669,0.007856341,0.699214366,0.01010101,0.001122334,0.001122334,0.001122334,0.001122334,0.004489338,0.002244669,0.004489338,0.001122334,0.002244669,0.003367003,0.015712682,0.001122334,0.001122334,0.005611672,0.004489338,0.006734007,0.005611672,0.001122334,0.001122334,0.006734007,0.004489338,0.001122334,0.005611672,0.002244669,0.001122334,0.004489338,0.060606061,0.003367003,0.001122334,0.002244669,0.001122334,0.004489338,0.002244669,0,3,2,1
501998020,0.013157895,0.002631579,0.013157895,0.005263158,0.002631579,0.015789474,0.007894737,0.005263158,0.002631579,0.002631579,0.002631579,0.002631579,0.218421053,0.244736842,0.002631579,0.05,0.007894737,0.007894737,0.002631579,0.007894737,0.010526316,0.002631579,0.010526316,0.002631579,0.005263158,0.002631579,0.018421053,0.005263158,0.021052632,0.05,0.015789474,0.005263158,0.010526316,0.023684211,0.002631579,0.002631579,0.007894737,0.010526316,0.002631579,0.002631579,0.007894737,0.002631579,0.018421053,0.002631579,0.021052632,0.007894737,0.052631579,0.031578947,0.015789474,0.007894737,0,6,2,1
501998021,0.077220077,0.003861004,0.046332046,0.003861004,0.003861004,0.007722008,0.003861004,0.003861004,0.003861004,0.057915058,0.007722008,0.007722008,0.007722008,0.451737452,0.003861004,0.003861004,0.011583012,0.007722008,0.007722008,0.007722008,0.003861004,0.003861004,0.003861004,0.007722008,0.003861004,0.003861004,0.011583012,0.003861004,0.011583012,0.011583012,0.019305019,0.069498069,0.007722008,0.003861004,0.003861004,0.003861004,0.003861004,0.003861004,0.007722008,0.003861004,0.007722008,0.003861004,0.007722008,0.003861004,0.015444015,0.011583012,0.007722008,0.003861004,0.011583012,0.003861004,0,5,2,2
501998022,0.005524862,0.022099448,0.002762431,0.002762431,0.002762431,0.002762431,0.002762431,0.002762431,0.002762431,0.005524862,0.002762431,0.002762431,0.002762431,0.002762431,0.005524862,0.002762431,0.002762431,0.002762431,0.002762431,0.002762431,0.002762431,0.008287293,0.002762431,0.002762431,0.005524862,0.002762431,0.140883978,0.002762431,0.002762431,0.038674033,0.002762431,0.011049724,0.005524862,0.240331492,0.011049724,0.005524862,0.002762431,0.091160221,0.05801105,0.002762431,0.002762431,0.041436464,0.002762431,0.008287293,0.008287293,0.132596685,0.069060773,0.005524862,0.002762431,0.002762431,1,4,2,1
501998023,0.003937008,0.003937008,0.019685039,0.003937008,0.007874016,0.003937008,0.366141732,0.003937008,0.003937008,0.003937008,0.007874016,0.003937008,0.019685039,0.007874016,0.003937008,0.011811024,0.007874016,0.007874016,0.011811024,0.003937008,0.003937008,0.003937008,0.003937008,0.003937008,0.015748031,0.007874016,0.114173228,0.011811024,0.003937008,0.003937008,0.007874016,0.062992126,0.011811024,0.003937008,0.015748031,0.003937008,0.003937008,0.011811024,0.047244094,0.003937008,0.007874016,0.007874016,0.011811024,0.035433071,0.003937008,0.003937008,0.003937008,0.007874016,0.023622047,0.039370079,1,3,2,1
501998024,0.00310559,0.00310559,0.01242236,0.00310559,0.00310559,0.01552795,0.00310559,0.00310559,0.00310559,0.00310559,0.00310559,0.00621118,0.00310559,0.00310559,0.00310559,0.00310559,0.00931677,0.00310559,0.00310559,0.068322981,0.00310559,0.00621118,0.00310559,0.00931677,0.00310559,0.00621118,0.118012422,0.00621118,0.00310559,0.00310559,0.00310559,0.00310559,0.01552795,0.48757764,0.01552795,0.00310559,0.00310559,0.00621118,0.00621118,0.00310559,0.00621118,0.034161491,0.00310559,0.062111801,0.00310559,0.00621118,0.00310559,0.00621118,0.00621118,0.00310559,0,6,2,1
501998025,0.207070707,0.007575758,0.002525253,0.002525253,0.002525253,0.002525253,0.01010101,0.002525253,0.005050505,0.037878788,0.007575758,0.01010101,0.002525253,0.015151515,0.002525253,0.002525253,0.002525253,0.002525253,0.025252525,0.002525253,0.012626263,0.005050505,0.002525253,0.002525253,0.01010101,0.002525253,0.005050505,0.017676768,0.002525253,0.02020202,0.017676768,0.002525253,0.002525253,0.368686869,0.005050505,0.002525253,0.002525253,0.005050505,0.005050505,0.012626263,0.042929293,0.035353535,0.002525253,0.005050505,0.002525253,0.01010101,0.032828283,0.002525253,0.005050505,0.002525253,0,5,2,1
501998026,0.011029412,0.018382353,0.025735294,0.003676471,0.003676471,0.003676471,0.014705882,0.003676471,0.136029412,0.007352941,0.011029412,0.003676471,0.003676471,0.007352941,0.003676471,0.011029412,0.007352941,0.003676471,0.022058824,0.003676471,0.011029412,0.003676471,0.003676471,0.003676471,0.007352941,0.003676471,0.044117647,0.007352941,0.022058824,0.003676471,0.003676471,0.007352941,0.003676471,0.003676471,0.003676471,0.018382353,0.003676471,0.011029412,0.011029412,0.007352941,0.003676471,0.470588235,0.003676471,0.003676471,0.011029412,0.003676471,0.003676471,0.003676471,0.003676471,0.003676471,0,3,2,1
501998027,0.004132231,0.002066116,0.004132231,0.002066116,0.002066116,0.002066116,0.002066116,0.010330579,0.004132231,0.002066116,0.002066116,0.004132231,0.004132231,0.004132231,0.010330579,0.002066116,0.004132231,0.002066116,0.002066116,0.002066116,0.002066116,0.006198347,0.002066116,0.154958678,0.002066116,0.002066116,0.433884298,0.012396694,0.004132231,0.008264463,0.002066116,0.002066116,0.002066116,0.022727273,0.002066116,0.002066116,0.002066116,0.004132231,0.033057851,0.002066116,0.002066116,0.016528926,0.004132231,0.002066116,0.020661157,0.047520661,0.08677686,0.026859504,0.012396694,0.006198347,0,7,1,1
501998028,0.002320186,0.002320186,0.055684455,0.002320186,0.002320186,0.006960557,0.002320186,0.002320186,0.002320186,0.002320186,0.002320186,0.002320186,0.004640371,0.002320186,0.002320186,0.002320186,0.002320186,0.018561485,0.002320186,0.002320186,0.002320186,0.011600928,0.002320186,0.002320186,0.004640371,0.002320186,0.64037123,0.002320186,0.002320186,0.002320186,0.002320186,0.004640371,0.139211137,0.009280742,0.004640371,0.002320186,0.004640371,0.002320186,0.004640371,0.002320186,0.002320186,0.002320186,0.002320186,0.002320186,0.004640371,0.002320186,0.002320186,0.002320186,0.002320186,0.004640371,1,6,1,1
501998029,0.001757469,0.001757469,0.003514938,0.001757469,0.005272408,0.001757469,0.001757469,0.001757469,0.007029877,0.003514938,0.010544815,0.001757469,0.001757469,0.003514938,0.001757469,0.001757469,0.001757469,0.001757469,0.001757469,0.001757469,0.001757469,0.024604569,0.001757469,0.001757469,0.003514938,0.010544815,0.031634446,0.010544815,0.001757469,0.014059754,0.003514938,0.015817223,0.003514938,0.001757469,0.001757469,0.001757469,0.001757469,0.131810193,0.001757469,0.003514938,0.007029877,0.001757469,0.608084359,0.001757469,0.042179262,0.001757469,0.003514938,0.003514938,0.001757469,0.001757469,0,3,2,1
501998030,0.003070624,0.001023541,0.002047083,0.058341863,0.001023541,0.001023541,0.002047083,0.003070624,0.002047083,0.012282497,0.004094166,0.001023541,0.009211873,0.003070624,0.231320368,0.001023541,0.002047083,0.001023541,0.004094166,0.001023541,0.002047083,0.002047083,0.002047083,0.001023541,0.003070624,0.003070624,0.003070624,0.003070624,0.318321392,0.197543501,0.002047083,0.011258956,0.001023541,0.001023541,0.002047083,0.001023541,0.003070624,0.002047083,0.001023541,0.003070624,0.008188332,0.001023541,0.001023541,0.001023541,0.072671443,0.002047083,0.001023541,0.002047083,0.001023541,0.003070624,0,3,2,2
501998031,0.003021148,0.003021148,0.003021148,0.003021148,0.003021148,0.006042296,0.006042296,0.003021148,0.006042296,0.003021148,0.329305136,0.003021148,0.006042296,0.009063444,0.009063444,0.054380665,0.003021148,0.003021148,0.006042296,0.003021148,0.003021148,0.003021148,0.003021148,0.003021148,0.003021148,0.003021148,0.093655589,0.003021148,0.123867069,0.003021148,0.012084592,0.003021148,0.003021148,0.006042296,0.003021148,0.006042296,0.003021148,0.009063444,0.003021148,0.006042296,0.003021148,0.024169184,0.003021148,0.003021148,0.054380665,0.003021148,0.126888218,0.01510574,0.003021148,0.003021148,0,3,2,2
501998032,0.002824859,0.005649718,0.002824859,0.002824859,0.002824859,0.002824859,0.002824859,0.002824859,0.002824859,0.005649718,0.008474576,0.002824859,0.002824859,0.062146893,0.002824859,0.062146893,0.008474576,0.002824859,0.002824859,0.002824859,0.005649718,0.002824859,0.005649718,0.002824859,0.002824859,0.002824859,0.002824859,0.002824859,0.169491525,0.02259887,0.002824859,0.016949153,0.002824859,0.002824859,0.002824859,0.014124294,0.002824859,0.002824859,0.002824859,0.002824859,0.002824859,0.002824859,0.002824859,0.002824859,0.505649718,0.002824859,0.005649718,0.002824859,0.002824859,0.002824859,0,2,1,1
501998033,0.003558719,0.003558719,0.003558719,0.003558719,0.010676157,0.007117438,0.003558719,0.007117438,0.003558719,0.007117438,0.007117438,0.003558719,0.007117438,0.003558719,0.007117438,0.003558719,0.007117438,0.003558719,0.003558719,0.003558719,0.003558719,0.007117438,0.003558719,0.007117438,0.007117438,0.003558719,0.128113879,0.007117438,0.074733096,0.003558719,0.007117438,0.003558719,0.003558719,0.003558719,0.003558719,0.049822064,0.003558719,0.003558719,0.024911032,0.003558719,0.003558719,0.003558719,0.110320285,0.003558719,0.395017794,0.003558719,0.003558719,0.007117438,0.010676157,0.003558719,0,5,2,1
501998034,0.003460208,0.006920415,0.003460208,0.006920415,0.006920415,0.041522491,0.003460208,0.003460208,0.006920415,0.003460208,0.003460208,0.003460208,0.006920415,0.003460208,0.003460208,0.003460208,0.006920415,0.003460208,0.003460208,0.138408304,0.003460208,0.01384083,0.003460208,0.003460208,0.010380623,0.003460208,0.335640138,0.003460208,0.003460208,0.010380623,0.006920415,0.003460208,0.003460208,0.003460208,0.003460208,0.006920415,0.003460208,0.017301038,0.006920415,0.003460208,0.003460208,0.017301038,0.058823529,0.010380623,0.117647059,0.003460208,0.01384083,0.003460208,0.055363322,0.003460208,0,1,2,1
501998035,0.002409639,0.262650602,0.002409639,0.002409639,0.002409639,0.007228916,0.007228916,0.004819277,0.002409639,0.002409639,0.002409639,0.002409639,0.012048193,0.002409639,0.002409639,0.002409639,0.004819277,0.002409639,0.01686747,0.007228916,0.002409639,0.06746988,0.007228916,0.002409639,0.002409639,0.002409639,0.004819277,0.007228916,0.002409639,0.002409639,0.004819277,0.019277108,0.036144578,0.002409639,0.002409639,0.002409639,0.002409639,0.002409639,0.021686747,0.014457831,0.007228916,0.002409639,0.002409639,0.002409639,0.002409639,0.007228916,0.002409639,0.009638554,0.4,0.002409639,0,1,1,1
501998036,0.004464286,0.004464286,0.008928571,0.004464286,0.022321429,0.125,0.004464286,0.008928571,0.004464286,0.004464286,0.004464286,0.004464286,0.008928571,0.004464286,0.017857143,0.004464286,0.004464286,0.004464286,0.004464286,0.107142857,0.004464286,0.008928571,0.004464286,0.004464286,0.008928571,0.004464286,0.116071429,0.004464286,0.004464286,0.017857143,0.004464286,0.008928571,0.004464286,0.004464286,0.008928571,0.004464286,0.004464286,0.004464286,0.008928571,0.004464286,0.013392857,0.004464286,0.004464286,0.004464286,0.008928571,0.008928571,0.008928571,0.004464286,0.34375,0.004464286,0,4,1,1
501998037,0.022038567,0.002754821,0.002754821,0.046831956,0.002754821,0.002754821,0.002754821,0.002754821,0.005509642,0.005509642,0.008264463,0.002754821,0.011019284,0.033057851,0.019283747,0.002754821,0.005509642,0.002754821,0.05785124,0.005509642,0.002754821,0.002754821,0.002754821,0.005509642,0.011019284,0.005509642,0.024793388,0.03030303,0.011019284,0.082644628,0.148760331,0.143250689,0.008264463,0.019283747,0.005509642,0.005509642,0.002754821,0.002754821,0.002754821,0.013774105,0.008264463,0.019283747,0.027548209,0.011019284,0.002754821,0.008264463,0.019283747,0.005509642,0.1184573,0.002754821,0,3,3,1
501998038,0.002493766,0.002493766,0.019950125,0.002493766,0.004987531,0.014962594,0.002493766,0.002493766,0.004987531,0.002493766,0.007481297,0.007481297,0.002493766,0.33915212,0.004987531,0.002493766,0.002493766,0.004987531,0.009975062,0.002493766,0.002493766,0.351620948,0.002493766,0.002493766,0.004987531,0.002493766,0.009975062,0.004987531,0.019950125,0.002493766,0.002493766,0.002493766,0.017456359,0.004987531,0.004987531,0.012468828,0.002493766,0.002493766,0.019950125,0.052369077,0.002493766,0.004987531,0.002493766,0.002493766,0.002493766,0.002493766,0.002493766,0.004987531,0.002493766,0.002493766,0,5,2,1
501998039,0.003030303,0.009090909,0.003030303,0.024242424,0.003030303,0.354545455,0.003030303,0.021212121,0.006060606,0.003030303,0.006060606,0.006060606,0.003030303,0.003030303,0.003030303,0.012121212,0.003030303,0.003030303,0.003030303,0.106060606,0.009090909,0.003030303,0.003030303,0.003030303,0.006060606,0.003030303,0.103030303,0.003030303,0.003030303,0.009090909,0.003030303,0.003030303,0.003030303,0.003030303,0.015151515,0.015151515,0.003030303,0.009090909,0.03030303,0.003030303,0.006060606,0.003030303,0.003030303,0.006060606,0.009090909,0.003030303,0.148484848,0.003030303,0.003030303,0.003030303,0,3,1,1
501998040,0.011152416,0.003717472,0.003717472,0.003717472,0.003717472,0.011152416,0.003717472,0.003717472,0.003717472,0.003717472,0.003717472,0.003717472,0.007434944,0.003717472,0.003717472,0.007434944,0.018587361,0.003717472,0.003717472,0.003717472,0.003717472,0.535315985,0.007434944,0.007434944,0.003717472,0.003717472,0.018587361,0.003717472,0.003717472,0.011152416,0.003717472,0.003717472,0.029739777,0.007434944,0.007434944,0.003717472,0.003717472,0.003717472,0.011152416,0.003717472,0.003717472,0.003717472,0.003717472,0.003717472,0.003717472,0.003717472,0.003717472,0.003717472,0.178438662,0.003717472,0,2,1,1
501998041,0.01039501,0.002079002,0.002079002,0.006237006,0.002079002,0.01039501,0.004158004,0.008316008,0.002079002,0.002079002,0.012474012,0.002079002,0.016632017,0.01039501,0.008316008,0.702702703,0.004158004,0.002079002,0.004158004,0.002079002,0.002079002,0.002079002,0.006237006,0.002079002,0.004158004,0.01039501,0.024948025,0.002079002,0.006237006,0.002079002,0.006237006,0.002079002,0.002079002,0.006237006,0.002079002,0.002079002,0.002079002,0.002079002,0.002079002,0.004158004,0.002079002,0.002079002,0.002079002,0.031185031,0.016632017,0.002079002,0.022869023,0.002079002,0.008316008,0.002079002,0,3,2,1
501998042,0.003030303,0.006060606,0.003030303,0.003030303,0.003030303,0.009090909,0.009090909,0.018181818,0.006060606,0.009090909,0.003030303,0.003030303,0.021212121,0.003030303,0.006060606,0.606060606,0.009090909,0.003030303,0.006060606,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.006060606,0.027272727,0.003030303,0.003030303,0.006060606,0.021212121,0.003030303,0.003030303,0.003030303,0.009090909,0.090909091,0.003030303,0.003030303,0.003030303,0.006060606,0.006060606,0.009090909,0.006060606,0.003030303,0.021212121,0.003030303,0.003030303,0.003030303,0,2,2,2
501998043,0.003194888,0.003194888,0.003194888,0.003194888,0.003194888,0.006389776,0.003194888,0.003194888,0.003194888,0.003194888,0.009584665,0.009584665,0.003194888,0.003194888,0.006389776,0.003194888,0.003194888,0.006389776,0.006389776,0.006389776,0.370607029,0.003194888,0.006389776,0.003194888,0.003194888,0.012779553,0.009584665,0.054313099,0.009584665,0.060702875,0.006389776,0.012779553,0.003194888,0.003194888,0.006389776,0.003194888,0.006389776,0.006389776,0.006389776,0.003194888,0.003194888,0.006389776,0.003194888,0.006389776,0.006389776,0.268370607,0.009584665,0.003194888,0.003194888,0.006389776,0,3,2,1
501998044,0.007142857,0.007142857,0.003571429,0.010714286,0.003571429,0.003571429,0.003571429,0.003571429,0.003571429,0.003571429,0.007142857,0.003571429,0.003571429,0.485714286,0.003571429,0.010714286,0.003571429,0.007142857,0.003571429,0.003571429,0.003571429,0.053571429,0.007142857,0.003571429,0.003571429,0.003571429,0.017857143,0.003571429,0.025,0.003571429,0.003571429,0.010714286,0.082142857,0.003571429,0.060714286,0.003571429,0.003571429,0.007142857,0.003571429,0.003571429,0.003571429,0.003571429,0.042857143,0.007142857,0.032142857,0.003571429,0.003571429,0.003571429,0.007142857,0.003571429,0,3,1,1
